LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
LB-99332,"LUCCA HOLDINGS, INC.",LUCCA BACK BAY,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,TWO ROOMS  KITCHEN AND STORAGE AREA ON THE FIRST FLOOR AND MEZZANINE.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 12 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 1ST FL - 156  2ND FL - 44.,11/19/2013 15:22,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,200,"LUCCA HOLDINGS, INC.",NULL,116,,  Huntington AV,Boston,MA,2116,"(42.34651, -71.07976)"
LB-99089,DONATO DONATO GIANNI LLC,LUCIA,1.) DINING ROOM - ALCOHOLIC BEVERAGES WITH FOOD ONLY  2.) 80 PEOPLE ON SECOND FLOOR  3.) UPSTAIRS FOR DINNER PATRONS ONLY,Rear exit 8 Harris St; in two rooms on the first floor  one room in basement for patrons & one room for stock; one room on second floor for patrons & one room for office & stock.,11/26/2013 16:23,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,190,DONATO DONATO GIANNI LLC,NULL,415,,  Hanover ST,Boston,MA,2113,"(42.365578, -71.052718)"
LB-99424,"CONGRESS FINE DINING, LLC",LUCKY'S,NONE,UNNUMBERED SIDE ENTRANCE  ON A STREET  REAR ROOM FOR STOCK; ON SECOND FLOOR; IN ONE ROOM; ENTRANCE/EXIT ON CONGRESS ST. AND A ST. ENTRANCE/EXIT ON PRIVATE WAY IN REAR FOR DELIVERIES. NO MORE THAN 85 STANDING.,11/26/2013 14:30,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,232,"CONGRESS FINE DINING, LLC",NULL,355,359,  Congress ST,Boston,MA,2127,"(42.350051, -71.04848)"
LB-101595,LYRIC STAGE COMPANY,LYRIC STAGE,11:00 A.M. to 11:00 P.M,140 CLARENDON STREET; ON THE SECOND FLOOR THEATRE AND LOBBY.,10/1/2013 23:29,12/31/2015 0:00,Active,GOPMW,GOP Malt Wine,NULL,11:00 PM,11:30 PM,244,LYRIC STAGE COMPANY,NULL,140,,  Clarendon ST,Boston,MA,2116,"(42.348611, -71.074438)"
LB-99617,MARU LLC,MARU,NONE,RETAIL SPACE LOCATED WITHIN THE WESTIN BOSTON COPLEY PLACE HOTEL ON THE LOBBY FLOOR OF THE HOTEL.  IN ONE ROOM  EATING BAR AND DINING TABLES WITH SEMI-OPEN KITCHEN.,11/20/2013 14:10,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,45,MARU LLC,NULL,10,,  Huntington AV,Boston,MA,2116,"(42.348545, -71.077314)"
LB-99001,MAGGIANO'S HOLDING CORPORATION,MAGGIANO'S LITTLE ITALY,,Entrance to the basement from the ground floor dining area via stairs  emergency exit from basement to exit corridor and exit stairs to Stuart Street  emergency exit from ground floor to Church Street and Columbus Avenue  kitchen and stockroom on ground floor  banquet and kitchen in basement  and to,11/18/2013 14:54,12/31/2016 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,480,MAGGIANO'S HOLDING CORPORATION,NULL,4,,  Columbus AV,Boston,MA,2116,"(42.351222, -71.068209)"
LB-99547,"PANDA SPICY POT, INC.",MALA RESTAURANT,1. No bar 2. Malt and Wine to be served only in conjunction with meals. 3. No exterior signs advertising malt and wine,In one room on the street level consisting of a dining area  kitchen and storage area; basement for storage,11/29/2013 10:38,12/31/2016 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,43,"PANDA SPICY POT, INC.",(617)888-5366,129,,  Brighton AV,Allston,MA,2134,"(42.353088, -71.131119)"
LB-99178,"BUCCELLATI, INC.",MAMA MARIA'S,Close at midnight every night. All patrons out by 12:30 AM.,Side exit for emergency and stock leading to unnumbered exit on Garden Street; in one room and kitchen on first floor; one room on second floor.  Capacity breakdown: 1st fl - 48; 2nd fl - 28.,11/27/2013 13:21,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,MIDNIGHT,12:30 AM,76,"BUCCELLATI, INC.",NULL,3,,  North SQ,Boston,MA,2113,"(42.36407, -71.05331)"
LB-99051,"MANRAJ RESTAURANT GROUP, INC.",MANTRA,BACK DOOR TO BE STAFFED AT ALL TIMES. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,IN ONE ROOM ON THE FIRST FLOOR.  IN THREE ROOMS KITCHEN PREP AREA  LOUNGE AND STORAGE IN THE BASEMENT.  Capacity breakdown: 1st fl - 360  basement - 120.,11/29/2013 13:14,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,480,"MANRAJ RESTAURANT GROUP, INC.",NULL,52,,  Temple PL,Boston,MA,2111,"(42.355231, -71.061481)"
LB-99596,"FULL COMP, INC.",MARE,NONE,IN TWO ROOMS WITH KITCHEN ON THE FIRST FLOOR  BASEMENT FOR STORAGE AND PREP KITCHEN  OUTDOOR PATIO ON PRIVATE PROPERTY WITH 48 SEATS.,11/27/2013 11:32,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,26,"FULL COMP, INC.",(617)880-9919,1,4,  Mechanic CT,Boston,MA,2113,"(42.362904, -71.054999)"
LB-99722,URSULA IMBRIANO & ANTHONY IMBRIANO,MARIO'S RESTAURANT,Malt  Wine andLiqueurs to be served only in conjunction with meals.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND BASEMENT FOR STORAGE.,11/26/2013 11:02,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,30,URSULA IMBRIANO & ANTHONY IMBRIANO,NULL,,347,  Chelsea ST,East Boston,MA,2128,"(42.378168, -71.02887)"
LB-99345,JPC VENTURE CORP.,MARKET,ROOF DECK NOT TO HAVE MORE THAN 24 PATRONS BETWEEN 12:00 NOON AND 6:00 PM.  FROM 6:00 PM -2:00 AM ROOF DECK HAS A MAXIMUM CAPACITY OF 48 PATRONS.,21 BROAD ST./130 WATER STREET; IN ONE LARGE ROOM ON THE FIRST FLOOR  ONE ROOM ON THE SECOND FLOOR ONE ROOM ON 3RD FLOOR.  KITCHEN ON THE 4TH FLOOR.  CELLAR FOR STOCK; ALSO SEASONAL OUTDOOR PATIO FOR DINING; ROOF DECK FOR DINING AND ENTRANCES/EXITS FOR EMERGENCY ON 21 BROAD STREET/130 WATER STREET.,11/25/2013 10:26,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,607,JPC VENTURE CORP.,NULL,21,,  Broad ST,Boston,MA,2109,"(42.358443, -71.054658)"
LB-101642,GHM LOGAN MANAGEMENT LLC,MARRIOTT COURTYARD HOTEL,NONE,IN WHOLE OF SAID BUILDING. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/27/2013 11:45,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,GHM LOGAN MANAGEMENT LLC,NULL,225,, William F McClellan Hw,East Boston,MA,2128,"(42.387239, -71.016559)"
LB-99414,MARRIOTT'S RESORTS HOSPITALITY CORPORATION,MARRIOTT CUSTOM HOUSE,NONE,TWO ROOMS ON THE FIRST FLOOR  KITCHEN AND STORAGE IN REAR ROTUNDA AND EAST FOYER BALCONY ON FIRST FLOOR  ROTUNDA BALCONY ON SECOND FLOOR; AND OBSERVATION DECK ON 25TH FLR.,11/8/2013 11:45,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,205,MARRIOTT'S RESORTS HOSPITALITY CORPORATION,NULL,3,,  McKinley SQ,Boston,MA,2109,"(42.35904, -71.05356)"
LB-101637,"MARRIOTT HOTEL SERVICES, INC.",MARRIOTT LONG WHARF,VALET PARKING PROVIDED AND 11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,At Long Wharf  at the intersection of State Street and Atlantic Avenue on BRA Disposition Parcels A-6 and A-7.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/25/2013 11:43,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,"MARRIOTT HOTEL SERVICES, INC.",NULL,296,,  State ST,Boston,MA,2109,"(42.36012, -71.05091)"
LB-101579,"MONDAY MORNING, INC",MARYANNE'S,NONE,IN TWO ROOMS ON FIRST FLOOR; 1 ROOM; OFFICE AND STOCKROOM IN BASEMENT.,11/26/2013 16:03,12/31/2015 0:00,Active,GOPAL,GOP All Alc.,NULL,2:00 AM,2:30 AM,200,"MONDAY MORNING, INC",NULL,1937,1939,  Beacon ST,Brighton,MA,2135,"(42.335909, -71.149245)"
LB-99437,MASSACHUSETTS CONVENTION CENTER AUTHORITY,MASSACHUSETTS CONVENTION CENTER AUTHORITY,A.) ALCOHOL SERVICE ONLY WITH CONVENTION EVENT.,IN WHOLE OF SAID BUILDING.  MANAGEMENT AGREEMENT APPROVED BETWEEN MASSACHUSETTS CONVENTION CENTER AUTHORITY & LEVY PREMIUM FOOD SERVICE LIMITED PARTNERSHIP.,11/26/2013 15:03,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,500,MASSACHUSETTS CONVENTION CENTER AUTHORITY,NULL,415,, Summer St,Boston,MA,2210,"(42.344449, -71.044821)"
LB-99361,"MASSIMINO'S CUCINA ITALIANA,INC.",MASSIMINO'S,1) No Bar. 2) Alcoholic beverages served only in conjunction with meals.,In one room with kitchen on first floor  one room in basement ,11/20/2013 12:52,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,48,"MASSIMINO'S CUCINA ITALIANA,INC.",NULL,205,207,  Endicott ST,Boston,MA,2113,"(42.36652, -71.05788)"
LB-99022,"45 PROVINCE RESTAURANT, LLC",MAST' RESTAURANT & DRINKERY,THE BOARD GRANTED THE PETITION FOR PERMISSION TO PROVIDE BOTTLE SERVICE ON THE LICENSED PREMISES.,Consisting of two floors with entrance at front;  lower level consists of one room containing dining room  bar  restrooms  storage  refridgeration area and kitchen in rear.  upper level consists of one room containing dining room  dining bar and bar;,11/26/2013 11:23,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,120,"STRADA 45, LLC",NULL,45,, Province St,Boston,MA,2108,"(42.357037, -71.06017)"
LB-99719,LINDA C. LODDO,MAURIZIO'S,NONE,IN ONE ROOM ON FIRST FLOOR USED FOR DINING WITH KITCHEN IN REAR  ONE DINING ROOM IN BASEMENT WITH STORAGE.,11/20/2013 14:22,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,73,LINDA C. LODDO,NULL,364,,  Hanover ST,Boston,MA,2113,"(42.365393, -71.053271)"
LB-138053,"154 Maverick, LLC",Maverick Marketplace,NONE,In 2 rooms on the first floor. Kitchen in the rear with storage in the kitchen and sub-basement with 2 exits. 1 in the front and 1 in the rear. Also to include an outdoor seasonal patio on private property for 28 patrons between the hours of 7:00 a.m. - 11:00 p.m.  24 Interior & 28 Exterior.,3/31/2015 14:25,12/31/2015 0:00,Active,CV7ALN,CV7ALN - Neighborhood Restricted,NULL,11:00 p.m.,11:30 p.m.,52,154 MAVERICK LLC,(617)571-9031,154,,  Maverick ST,East Boston,MA,2128,"(42.369908, -71.037913)"
LB-99102,"MAX BRENNER BOYLSTON, INC.","MAX BRENNER, CHOCOLATE BY THE BALD MAN",PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,ONE LARGE ROOM ON THE FIRST FLOOR; APPROX. 3500 SQUARE FEET.  KITCHEN  OFFICE  STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 24 PATRONS FROM APRIL - OCTOBER BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 23 @ BAR STOOLS  28 @ TABLES & CHAIR,11/18/2013 15:32,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,143,"MAX BRENNER BOYLSTON, INC.",NULL,745,, Boylston St,Boston,MA,2116,"(42.349421, -71.080611)"
LB-101578,ARANGO CORPORATION,MEDALLO,NONE,UNNUMBERED ENTRANCE NEXT TO 411 CHELSEA STREET AND TWO EMERGENCY EXITS; IN ONE ROOM ON 1ST FLOOR OF 411 CHELSEA STREET; 2ND FLOOR OF 413 CHELSEA STREET & BASEMENT OF 411 CHELSEA STREET FOR STOCK.  411-413 CHELSEA STREET  EAST BOSTON  MA  02128,11/15/2013 12:35,12/31/2015 0:00,Active,GOPAL,GOP All Alc.,NULL,2:00 AM,2:30 AM,91,ARANGO CORPORATION,NULL,411,,  Chelsea ST,East Boston,MA,2128,"(42.379899, -71.026814)"
LB-99806,MERENGUE CORP.,MERENGUE RESTAURANT & CATERING,1.) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,11/27/2013 15:53,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,90,MERENGUE CORP.,NULL,156,160,  Blue Hill AV,Roxbury,MA,2119,"(42.319179, -71.077549)"
LB-99393,NEW APPLETON LLC,MERRILL & CO.,1. Alcohol to be served with food on patio. 2. Patio Staffed during hours of operation between the hours 5:00 P.M.- Midnight.,A restaurant consisting of 3 830 sq. feet located on the first floor with kitchen and storage in the rear.  With a seasonal outdoor patio located on public property with seating for 34 patrons,11/26/2013 11:42,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,159,NEW APPLETON LLC,NULL,1,,  Appleton ST,Boston,MA,2116,"(42.346725, -71.069653)"
LB-99362,MFT CORP.,MFT,,In one room and kitchen on first floor basement for stock.,11/21/2013 11:34,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,68,MFT CORP.,NULL,25,29,  Prince ST,Boston,MA,2113,"(42.364563, -71.05416)"
LB-99807,"ALTAMIRA BANQUETS, LLC",MI PUEBLITO ORIENT HEIGHTS,1:00 A.M. for deliveries only.,IN ONE ROOM ON THE FIRST FLOOR/KITCHEN  DINING ROOM  LOUNGE AREA WITH A CUSTOMER BAR WITH 8 BAR STOOLS  64 TABLES.  ON THE BASEMENT LEVEL/TWO FUNCTION ROOMS  STORAGE  CUSTOMER BAR WITH 7 STOOLS  70 TABLES.,11/25/2013 15:33,12/31/2016 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,149,"ALTAMIRA BANQUETS, LLC",NULL,964,,  Saratoga ST,East Boston,MA,2128,"(42.38717, -71.0086)"
LB-99632,"JUAN REYES, INDIVIDUAL",MIAMI RESTAURANT,A.) NO BAR - ALCOHOL ONLY WITH FOOD  B.) 11:00 P.M. CLOSING,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,11/13/2013 12:32,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,19,"JUAN REYES, INDIVIDUAL",NULL,381,,  Centre ST,Jamaica Plain,MA,2130,"(42.322337, -71.10927)"
LB-101630,BOSTONIAN HOTEL LIMITED PARTNERSHIP,"MILLENNIUM BOSTONIAN HOTEL, BOSTON",,IN WHOLE OF SAID BUILDING; AND TO INCLUDE AN OUTSIDE SEASONAL TERRACE/PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS BETWEEN THE HOURS OF 8:00 A.M. - 11:00 P.M. EXCEPTING THEREFROM 1250 SQUARE FEET OF RETAIL SPACE ON FIRST FLOOR OF CORNER OF NORTH AND BLACKSTONE STREET.,11/18/2013 11:56,12/31/2015 0:00,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,BOSTONIAN HOTEL LIMITED PARTNERSHIP,NULL,20,60,  North ST,Boston,MA,2109,"(42.360699, -71.056342)"
LB-99605,YUNG SU CHOE CORP.,MISONO,1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) SUSHI BAR TO HAVE MAXIMUM OF14 SEATS.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT.,11/20/2013 13:08,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,MIDNIGHT,12:30 AM,49,YUNG SU CHOE CORP.,NULL,669,,  VFW PW,Boston,MA,2467,"(42.296579, -71.155008)"
LB-99400,TRAIF CORP.,MISTRAL,1.ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,In four rooms on the first floor with kitchen in the rear  storage on the mezzanine level.,11/25/2013 13:34,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,270,TRAIF CORP.,NULL,221,,  Columbus AV,Boston,MA,2116,"(42.348248, -71.07269)"
LB-99157,"DUNBOY, INC.",MJ O'CONNOR'S IRISH PUB,1) Columbus Ave. door must be closed to the public at 12:30 A.M. Hotel entrance to be used as entrance and exit. 2) Sunday opening at11:00 A.M. for alcohol service.PATIO CONDITIONS: 1) Alcohol service in conjunction with food only;2)patio to be staffed at all times; and 3) Patio closing hours -- Sunday through Wednesday  10:00 PM  Thursday through Saturday 10:30 PM.,TWO ROOMS AND KITCHEN FIRST FLOOR  CELLAR FOR STOCK TO INCLUDE SEASONAL OUTDOOR DINING FOR 30 PATRONS FROM APRIL 1ST THROUGH OCTOBER 31ST.  DPW LAND,11/26/2013 10:42,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,258,"DUNBOY, INC.",NULL,27,,  Columbus AV,Boston,MA,2116,"(42.351143, -71.068949)"
LB-99176,"MODEL CAFETERIA, INC.",MODEL CAFETERIA,,Rear entrance for stock; in two rooms and kitchen on first floor; cellar for stock.,11/26/2013 13:12,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,96,"MODEL CAFETERIA, INC.",NULL,1,9,N Beacon ST,Allston,MA,2134,"(42.353825, -71.137595)"
LB-99720,"MODERN PASTRY, INC.",MODERN PASTRY,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,IN ONE ROOM AND KITCHEN ON FIRST FLOOR WITH STORAGE IN BASEMENT.  REAR EXIT TO RICHMOND STREET.,11/19/2013 11:49,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,19,"MODERN PASTRY, INC.",NULL,257,,  Hanover ST,Boston,MA,2113,"(42.363247, -71.054762)"
LB-99162,"THE PENA-MENDOZA GROUP, INC.",MOJITOS LOUNGE,1.) PERMISSION TO PROVIDE BOTTLE SERVICE ON PREMISES GRANTED BY BLB. 2.) ALL PRICES OF ALCOHOL MUST BE UNIFORM.  PRICING MUST COMPLY WITH LICENSING BOARD AND ABCC RULES.,First Floor one room  kitchen  office  storage area and second floor  one room in the basement  front entrance and exit to winter street and rear exit to alley.  Capacity breakdown: club - 160; lounge (basement) - 150.,11/26/2013 11:32,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,310,"THE PENA-MENDOZA GROUP, INC.",NULL,48,,  Winter ST,Boston,MA,2108,"(42.355863, -71.061898)"
LB-99559,"CARMEN CARTAGENA RIVERA, INDIVIDUAL",MONDONGUITO RESTAURANT,,Rear exit to parking lot for emergency; In one room and kitchen on first floor  cellar for stock.,11/25/2013 14:29,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,48,"CARMEN CARTAGENA RIVERA, INDIVIDUAL",NULL,221,,  Dudley ST,Roxbury,MA,2119,"(42.32837, -71.08064)"
LB-99629,"MOOGY'S SANDWICH SHOP, INC.",MOOGY'S,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY.  CAPACITY: 65 SEATING  11 STANDING.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR  STORAGE IN THE BASEMENT.,11/25/2013 10:57,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,76,"MOOGY'S SANDWICH SHOP, INC.",NULL,154,,  Chestnut Hill AV,Brighton,MA,2135,"(42.341552, -71.154278)"
LB-99445,"MORTON'S OF CHICAGO/BOSTON SEAPORT, LLC",MORTON'S STEAKHOUSE,PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2.) MUST BE STAFFED AT ALL TIMES,IN ONE ROOM & KITCHEN ON THE 1ST FLOOR WITH ENTRANCES & EXITS TO LOBBY & BOTH SEAPORT BLVD & SEAPORT LANE; BASEMENT FOR STORAGE  WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 54 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,11/25/2013 15:00,12/31/2014 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,236,"MORTON'S OF CHICAGO/BOSTON SEAPORT, LLC",NULL,2,,  Seaport LA,Boston,MA,2210,"(42.348928, -71.040843)"
LB-99356,"MOTHER ANNA'S, INC.",MOTHER ANNA'S REST,PATIO CONDITIONS:  1.) 50 SEATS  2.) 11:00 P.M. CLOSING HOUR  3.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD  4.) MUST BE STAFFED AT ALL TIMES.,Unnumbered side and front entrances for summer garden and stock - In two rooms and kitchen first floor - storage and one room in cellar used for dining and to include an outdoor seasonal patio from April through October on private property.,11/12/2013 13:57,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,73,"MOTHER ANNA'S, INC.",NULL,211,,  Hanover ST,Boston,MA,2113,"(42.362698, -71.055309)"
LB-98960,THE SOMERS CORPORATION,MR.DOOLEY BOSTON TAVERN,OPEN AT 11:00 A.M. ON SUNDAYS FOR THE SERVICE OF FOOD ONLY.,Rear emergency exits; One room and kitchen section first floor; cellar for stock,11/27/2013 13:47,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,99,THE SOMERS CORPORATION,NULL,77,,  Broad ST,Boston,MA,2109,"(42.357643, -71.053639)"
LB-99243,"KPC, INC.",MURPHY'S LAW,,Rear emergency exit; in one room and kitchen on first floor.,11/26/2013 14:10,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,65,"KPC, INC.",NULL,837,,  Summer ST,South Boston,MA,2127,"(42.338006, -71.03568)"
LB-99104,MUSEUM OF FINE ARTS,MUSEUM OF FINE ARTS,Open - 11:00 A.M. on Sundays.,IN WHOLE OF SAID BUILDING.  (SEE INSPECTION CERTIFICATE FOR MORE INFORMATION ON THE CAPACITY) AND TO INCLUDE 230 000 SQUARE FT ADDITION TO EXISTING STRUCTURE.,11/27/2013 10:17,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,10168,MUSEUM OF FINE ARTS,NULL,465,, Huntington Av,Boston,MA,2115,"(42.331977, -71.101647)"
LB-98910,"LEANY'S ENTERPRISE, INC.",NAPOLES,(1) MAY OPEN AT 6:00 A.M. FOR THE SERVICE OF FOOD ONLY. (2) CLOSING HOUR THURSDAYS  FRIDAYS AND SATURDAYS IS2:00 A.M.(3) FOOD TO BE SERVED UNTIL 11:00 P.M.,Two side and rear entrances for emergency and stock; In two rooms and kitchens on the first floor; Cellar for stock and also to include an outdoor patio.,11/27/2013 13:13,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,179,"LEANY'S ENTERPRISE, INC.",NULL,1233,,  Bennington ST,East Boston,MA,2128,"(42.3899, -70.99673)"
LB-99286,ALASTY CORP.,NAPPER TANDYS,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,4187 4189 4191 and 4195 Washington Street - Three rooms  kitchen and storage  first floor; Cellar for stock - with entrance at 4195 Washington Street.,11/25/2013 14:32,12/31/2015 0:00,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,96,ALASTY CORP.,NULL,4187,4195,  Washington ST,Roslindale,MA,2131,"(42.287388, -71.127396)"
LB-99791,"NAVY YARD BISTRO, INC.",NAVY YARD BISTRO AND WINE BAR,CLOSING HOUR: SUNDAY - WEDNESDAY: MIDNIGHT CLOSING  THURSDAY/FRIDAY/SATURDAY: 1:00 A.M. CLOSING PATIO TO CLOSE AT 11:00 P.M.,FIRST FLOOR IN TWO ROOMS FOR DINING AND OPEN KITCHEN  STORAGE IN THE REAR WITH TWO ENTRANCES AND EXITS FROM FIRST AVENUE; WITH A SEASONAL OUTDOOR PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 32 PATRONS.,11/26/2013 15:58,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,12:00 AM,12:30 AM,56,"NAVY YARD BISTRO, INC.",NULL,1,,  First AV,Charlestown,MA,2129,"(42.372593, -71.057652)"
LB-99541,"NEPTUNE OYSTER, LLC",NEPTUNE OYSTER,,In one room and kitchen on first floor; basement for stock and storage prep area.,11/27/2013 13:54,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,12:00 AM,12:30 AM,30,"NEPTUNE OYSTER, LLC",NULL,63,,  Salem ST,Boston,MA,2113,"(42.36323, -71.05594)"
LB-99718,"NEW GOLDEN GATE, INC.",NEW GOLDEN GATE RESTAURANT,1.) MALT AND WINE WITH LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) 4:00 A.M. CLOSING HOUR FOR FOOD ONLY,IN TWO ROOMS ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,11/18/2013 13:37,12/31/2015 0:00,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,72,"NEW GOLDEN GATE, INC.",NULL,66,,  Beach ST,Boston,MA,2111,"(42.351383, -71.060028)"
LB-99592,ST ORIENTAL CORPORATION,NEW JUMBO SEAFOOD RESTAURANT,1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) NO BAR.,In one room on the first floor with kitchen in the rear and basement for storage.,11/26/2013 14:44,12/31/2015 0:00,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,74,ST ORIENTAL CORPORATION,NULL,5,9,  Hudson ST,Boston,MA,2111,"(42.350966, -71.060128)"
